symbol,day_name,hour_label,hour,account_name,total_trades,total_net_pnl,avg_pnl_trade,std_pnl,wins,win_rate
CL,Mon,13:00,13,TS_6,178,6139.999862760305,34.49438125146239,363.08318334760247,130,73.03370786516854
CL,Mon,14:00,14,3Q_sim16,20,1519.9999660253525,75.99999830126762,379.2985130338374,18,90.0
CL,Mon,15:00,15,TS_6,103,-819.9999816715717,-7.961164870597784,626.2483224225783,74,71.84466019417476
CL,Mon,16:00,16,TS_6,44,4659.999895840883,105.90908854183826,594.589226131837,32,72.72727272727273
CL,Mon,18:00,18,IPS_TM_7,10,2699.999939650297,269.9999939650297,1196.3462627779772,8,80.0
CL,Mon,19:00,19,TM_2,18,2509.999943897128,139.44444132761822,322.9910183747662,16,88.88888888888889
CL,Mon,20:00,20,TS_6,19,-599.9999865889549,-31.578946662576573,299.6528138554522,15,78.94736842105263
CL,Mon,21:00,21,3Q_sim15,31,3329.9956326931692,107.41921395784416,611.2773505698141,23,74.19354838709677
CL,Mon,22:00,22,3Q_sim19,16,1759.9999606609344,109.9999975413084,274.7119642335292,12,75.0
CL,Mon,23:00,23,TM_8,15,339.9999924004078,22.666666160027187,318.4216958999313,9,60.0
CL,Sun,17:00,17,3Q_sim7,13,7959.999822080135,612.3076786215489,804.86181120956,11,84.61538461538461
CL,Sun,18:00,18,IPS_TM_12,47,10509.999765083194,223.61701627836584,535.5469474934051,38,80.85106382978722
CL,Sun,19:00,19,3Q_sim15,19,4479.999899864197,235.7894684139051,348.27057331710654,17,89.47368421052632
CL,Sun,20:00,20,TM_2,33,379.9999915063381,11.515151257767823,422.64878988385215,25,75.75757575757575
CL,Sun,21:00,21,TM_2,39,-89.99999798834324,-2.3076922561113653,401.32976446351654,30,76.92307692307693
CL,Sun,22:00,22,TM_2,82,3149.9999295920134,38.41463328770748,322.85939922293926,63,76.82926829268293
CL,Sun,23:00,23,TM_2,36,1729.9999613314867,48.055554481430185,417.5357509455684,28,77.77777777777779
