year_month,mean_pnl,n,total,std_pnl,is_holdout,se,t_stat,roll3
2024-05,-144.79166666666666,12,-1737.5,70.80268944986011,False,20.438975906613106,-7.084095960982995,
2024-06,68.17781690140845,284,19362.5,462.5784271972606,False,27.44897964369348,2.4838015032399423,-38.306924882629104
2024-07,-52.65507518796993,532,-28012.5,185.96357173344117,False,8.062543350919034,-6.530826923487844,-43.08964165107604
2024-08,582.2411533420708,763,444250.0,1607.0108886472074,False,58.1777003509654,10.007978139899253,199.25463168516978
2024-09,84.75,50,4237.5,355.4360106306918,False,50.26624267897119,1.6860221787664078,204.77869271803365
2024-10,-19.243986254295532,291,-5600.0,178.41842216789885,False,10.459073137215883,-1.8399322771556905,215.91572236259174
2024-11,-13.255494505494505,546,-7237.5,209.864939567483,False,8.9813902898073,-1.4758844764309769,17.416839746736652
2024-12,-26.92687747035573,506,-13625.0,257.854327185813,False,11.463023044945396,-2.3490206174041584,-19.808786076715254
2025-01,104.40789473684211,1140,119025.0,381.9760555965778,False,11.313154393173875,9.228893296094297,21.408507586997292
2025-02,0.5717916137229987,787,450.0,464.9517132631934,False,16.573738648561598,0.03449985702366698,26.01760296006979
2025-03,-32.329612220916566,851,-27512.5,352.28988363323737,False,12.076341678329195,-2.6771031395154665,24.216691376549516
2025-04,-50.73481912144703,1548,-78537.5,589.6529965689973,False,14.986873161518057,-3.385283813018404,-27.497546576213534
2025-05,27.582908163265305,392,10812.5,291.64644650376397,False,14.73037000226937,1.8725197098929536,-18.49384105969943
2025-06,-48.24438202247191,534,-25762.5,251.12928940392771,False,10.867427192130519,-4.439356360023036,-23.798764326884548
2025-07,0.3467153284671533,685,237.5,269.76021924046375,True,10.307008166770467,0.03363879438700308,-6.771586176913153
2025-08,-45.70035460992908,564,-25775.0,173.86659541628526,True,7.321104366955993,-6.242276071926921,-31.199340434644615
2025-09,-58.73076923076923,325,-19087.5,179.47116839453707,True,9.955269232522086,-5.89946568586074,-34.694802837410386
2025-10,-58.66935483870968,310,-18187.5,238.91895051552532,True,13.569684537118148,-4.323560704615285,-54.366826226469335
2025-11,25.88105726872247,681,17625.0,310.6898369795993,True,11.905660421705313,2.1738447387209607,-30.50635560025215
2025-12,-41.15296803652968,657,-27037.5,242.23550881898637,True,9.450507281270855,-4.35457767627852,-24.647088535505635
2026-01,-37.035472972972975,296,-10962.5,159.37608626452052,True,9.26354685024088,-3.997979777261011,-17.435794580260065
2026-02,-28.718130311614733,353,-10137.5,280.39466505817336,True,14.923902173059933,-1.9243043795513228,-35.6355237737058
2026-03,-21.235163204747774,674,-14312.5,462.33704084921317,True,17.808557412756723,-1.192413439930653,-28.996255496445162
2026-04,-47.57532956685499,531,-25262.5,230.39971209534434,True,9.99849586932941,-4.758248659460198,-32.50954102773917
2026-05,-22.014003294892916,607,-13362.5,439.5773296747458,True,17.84189342701393,-1.2338378426564363,-30.27483202216523
2026-06,53.08988764044944,89,4725.0,263.4134600192356,True,27.92177091855298,1.9013796723463976,-5.4998150737661575
2026-07,-67.03767123287672,292,-19575.0,217.65345012013339,True,12.737204746628098,-5.263138386043728,-11.9872622957734
