symbol,day_name,hour_label,hour,account_name,total_trades,total_net_pnl,total_gross_pnl,avg_pnl_trade,std_pnl,wins,win_rate
ZB,Wed,19:00,19,IPS_TM_6,3,49.0,62.5,16.33,18.042195912175806,2,66.7
ZB,Wed,20:00,20,TM_6,2,209.75,218.75,104.88,22.09708691207961,2,100.0
ZB,Wed,21:00,21,IPS_TM_5dupli,1,830.25,843.75,830.25,928.0776503073437,1,100.0
ZB,Wed,22:00,22,IPS_TM_10,3,142.75,156.25,47.58,47.73516348912333,2,66.7
ZB,Wed,23:00,23,IPS_TM_6,3,80.25,93.75,26.75,31.25,2,66.7
ZN,Fri,00:00,0,TM_7,3,95.88,109.375,31.96,9.021097956087901,3,100.0
ZN,Fri,01:00,1,TM_7,2,-60.38,-46.875,-30.19,58.42469779553849,1,50.0
ZN,Fri,02:00,2,TM_8,1,127.12,140.625,127.12,20.64027212352912,1,100.0
ZN,Fri,03:00,3,TM_5,3,6.38,46.875,2.12,54.12658773652741,2,66.7
ZN,Fri,04:00,4,TS_2,3,80.25,93.75,26.75,15.625,3,100.0
ZN,Fri,05:00,5,IPS_TM_8,2,205.25,218.75,102.62,18.915106396740146,2,100.0
ZN,Fri,06:00,6,TS_2,1,-154.12,-140.625,-154.12,99.43689110435824,0,0.0
ZN,Fri,07:00,7,TS_4,7,-9.25,31.25,-1.32,47.287290021939796,6,85.7
ZN,Fri,08:00,8,TM_2,14,6749.0,6875.0,482.07,615.6583419598286,11,78.6
ZN,Fri,09:00,9,IPS_TM_5dupli,1,127.12,140.625,127.12,10.757264986975082,1,100.0
ZN,Fri,10:00,10,IPS_TM_11,8,700.5,750.0,87.56,275.34649437442584,4,50.0
ZN,Fri,11:00,11,TM_1,1,-40.25,-31.25,-40.25,78.57016029820554,0,0.0
ZN,Fri,12:00,12,TS_2,3,49.0,62.5,16.33,9.021097956087901,3,100.0
ZN,Fri,13:00,13,TS_2,3,-167.62,-140.625,-55.88,60.71462447384485,1,33.3
ZN,Fri,14:00,14,TM_1,2,-9.0,0.0,-4.5,22.09708691207961,1,50.0
ZN,Fri,15:00,15,TS_7,1,-60.38,-46.875,-60.38,101.62257838443188,0,0.0
ZN,Fri,16:00,16,TM_5,1,33.38,46.875,33.38,52.60231844938016,1,100.0
ZN,Mon,01:00,1,TM_1,2,-55.88,-46.875,-27.94,11.048543456039805,0,0.0
ZN,Mon,02:00,2,PB_1,2,100.38,109.375,50.19,33.14563036811941,2,100.0
ZN,Mon,03:00,3,TM_5,6,153.38,234.375,25.56,178.9045442058418,2,33.3
ZN,Mon,04:00,4,PB_3,2,6.62,15.625,3.31,11.048543456039805,1,50.0
ZN,Mon,05:00,5,IPS_TM_5,2,205.25,218.75,102.62,18.915106396740146,2,100.0
ZN,Mon,06:00,6,TM_8,2,113.62,140.625,56.81,165.72815184059706,1,50.0
ZN,Mon,07:00,7,TM_1,2,-9.0,0.0,-4.5,22.09708691207961,1,50.0
ZN,Mon,08:00,8,IPS_TM_3,2,6.62,15.625,3.31,11.048543456039805,1,50.0
ZN,Mon,09:00,9,PB_2,4,-11.38,15.625,-2.84,47.24243491025838,2,50.0
ZN,Mon,10:00,10,IPS_TM_8,2,299.0,312.5,149.5,85.20636713297898,2,100.0
ZN,Mon,11:00,11,PB_2,2,37.88,46.875,18.94,11.048543456039805,2,100.0
ZN,Mon,12:00,12,TM_8,3,100.12,140.625,33.38,124.01959270615268,2,66.7
ZN,Mon,13:00,13,TM_8,1,80.25,93.75,80.25,0.0,1,100.0
ZN,Mon,14:00,14,TS_2,2,49.0,62.5,24.5,47.37615433949868,1,50.0
ZN,Mon,15:00,15,TM_5,2,-73.88,-46.875,-36.94,33.14563036811941,0,0.0
ZN,Mon,16:00,16,TM_1,1,11.12,15.625,11.12,22.09708691207961,1,100.0
ZN,Mon,18:00,18,IPS_TM_10,3,49.0,62.5,16.33,9.021097956087901,3,100.0
ZN,Mon,20:00,20,TM_1,3,-69.38,-46.875,-23.12,141.41069399094258,1,33.3
ZN,Mon,21:00,21,IPS_TM_5,2,252.12,265.625,126.06,29.96364985277995,2,100.0
ZN,Sun,17:00,17,PB_1,1,-71.5,-62.5,-71.5,0.0,0,0.0
ZN,Sun,18:00,18,PB_1,3,60.12,78.125,20.04,57.23312160220979,2,66.7
ZN,Sun,19:00,19,TM_7,2,37.88,46.875,18.94,11.048543456039805,2,100.0
ZN,Sun,20:00,20,IPS_TM_3,1,-40.25,-31.25,-40.25,50.290665552035264,0,0.0
ZN,Sun,21:00,21,IPS_TM_6,3,49.0,62.5,16.33,9.021097956087901,3,100.0
ZN,Sun,22:00,22,TM_1,1,-35.75,-31.25,-35.75,,0,0.0
ZN,Thu,01:00,1,TM_5,2,66.75,93.75,33.38,132.58252147247765,1,50.0
ZN,Thu,02:00,2,TS_4,3,49.0,62.5,16.33,9.021097956087901,3,100.0
ZN,Thu,03:00,3,IPS_TM_5dupli,5,-24.88,15.625,-4.97,50.973752436916,3,60.0
ZN,Thu,04:00,4,IPS_TM_6,3,80.25,93.75,26.75,15.625,3,100.0
ZN,Thu,05:00,5,TS_2,1,26.75,31.25,26.75,11.048543456039805,1,100.0
ZN,Thu,06:00,6,TS_2,3,95.88,109.375,31.96,9.021097956087901,3,100.0
ZN,Thu,07:00,7,TM_6,4,200.75,218.75,50.19,102.45997694221876,3,75.0
ZN,Thu,08:00,8,IPS_TM_5,5,631.38,671.875,126.28,194.93316963769917,4,80.0
ZN,Thu,09:00,9,IPS_TM_5,5,334.5,375.0,66.9,162.39694809324465,4,80.0
ZN,Thu,10:00,10,TM_1,1,303.5,312.5,303.5,9.021097956087901,1,100.0
ZN,Thu,11:00,11,IPS_TM_5,3,-27.0,0.0,-9.0,126.08411131066435,2,66.7
ZN,Thu,12:00,12,TS_2,2,-60.38,-46.875,-30.19,58.42469779553849,1,50.0
ZN,Thu,13:00,13,IPS_TM_6,3,49.0,62.5,16.33,9.021097956087901,3,100.0
ZN,Thu,14:00,14,PB_2,1,-40.25,-31.25,-40.25,28.45143889155696,0,0.0
ZN,Thu,15:00,15,IPS_TM_10,3,49.0,62.5,16.33,9.021097956087901,3,100.0
ZN,Thu,16:00,16,TM_1,2,-143.0,-125.0,-71.5,0.0,0,0.0
ZN,Thu,20:00,20,TS_2,3,64.62,78.125,21.54,18.042195912175806,3,100.0
