year_month,mean_pnl,n,total,std_pnl,is_holdout,se,t_stat,roll3
2024-05,-206.94444444444446,9,-1862.5,141.9879934282395,False,47.3293311427465,-4.372435431641631,
2024-06,-2.93859649122807,285,-837.5,361.7625825188383,False,21.42896597702649,-0.13713197801417357,-104.94152046783627
2024-07,-49.713740458015266,393,-19537.5,248.94131216524696,False,12.557428070749527,-3.9589110268379946,-86.53226046456261
2024-08,627.3181169757489,701,439750.0,1348.3488490212837,False,50.92643317376293,12.31812396590422,191.55526000883518
2024-09,1.2254901960784315,102,125.0,322.5272927851866,False,31.9349606494171,0.03837456415030215,192.94328890460403
2024-10,-42.78350515463917,194,-8300.0,176.4864246010985,False,12.670986842763295,-3.3764935348404896,195.25336733906272
2024-11,-27.582046332046332,518,-14287.5,207.44054990930496,False,9.114414497624486,-3.0262005682575785,-23.04668709686902
2024-12,-23.178506375227688,549,-12725.0,393.4701467690974,False,16.792896646351295,-1.3802565967833689,-31.18135262063773
2025-01,20.337407013815092,941,19137.5,358.3627799395957,False,11.682292750875009,1.7408746251708007,-10.14104856448631
2025-02,-2.858664772727273,704,-2012.5,450.6175084897742,False,16.983286359379203,-0.16832223824269113,-1.899921378046623
2025-03,-2.755801687763713,948,-2612.5,342.099250618283,False,11.110867132319504,-0.2480275981113647,4.907646851108035
2025-04,-1.875,1480,-2775.0,714.612577191344,False,18.575469429157113,-0.10093957555962992,-2.496488820163662
2025-05,25.464989059080963,457,11637.5,303.6083524316859,False,14.202199699125323,1.7930313330722485,6.944729123772416
2025-06,-2.625,800,-2100.0,275.9642612129938,False,9.756810023442181,-0.2690428524992337,6.988329686360321
2025-07,-19.283681214421254,527,-10162.5,215.18019391864104,True,9.373396470566513,-2.0572778794724105,1.1854359482199033
2025-08,-32.75590551181102,635,-20800.0,187.21030055275003,True,7.4292141606077555,-4.409067339247545,-18.22152890874409
2025-09,-56.23065015479876,323,-18162.5,161.41050985357452,True,8.981121012860799,-6.26098346456723,-36.090078960343675
2025-10,-56.717289719626166,214,-12137.5,161.33157246004916,True,11.028399251844935,-5.142839719929251,-48.56794846207865
2025-11,-34.37079407806191,743,-25537.5,241.29968615685254,True,8.852426919662296,-3.882640815901036,-49.10624465082895
2025-12,-27.274590163934427,610,-16637.5,377.5674294787592,True,15.287258371919815,-1.7841387579366992,-39.45422465387417
2026-01,-67.41245136186771,257,-17325.0,202.10275735837448,True,12.6068236312517,-5.347298679958966,-43.01927853462135
2026-02,-42.179951690821255,414,-17462.5,245.37101345921545,True,12.059327402712107,-3.4977035022148173,-45.62233107220779
2026-03,-90.83333333333333,600,-54500.0,455.25283905540033,True,18.585619327318735,-4.88729117570049,-66.80857879534076
2026-04,-50.5533199195171,497,-25125.0,311.75062678437064,True,13.983926767828262,-3.6151018779518505,-61.188868314557226
2026-05,-52.78947368421053,475,-25075.0,408.27103790900003,True,18.732759955997835,-2.8180296874678334,-64.72537564568698
2026-06,-115.21084337349397,83,-9562.5,340.8094750672602,True,37.40869982823264,-3.0797874265211282,-72.85121232574053
2026-07,25.90909090909091,440,11400.0,254.69514298960908,True,12.142114525157453,2.1338203370928044,-47.36374204953787
