symbol,day_name,hour_label,hour,account_name,total_trades,total_net_pnl,total_gross_pnl,avg_pnl_trade,std_pnl,wins,win_rate
CL,Tue,21:00,21,3Q_sim13,50,3795.5,4159.999907016754,75.91,458.9168344609304,33,66.0
CL,Tue,22:00,22,TS_6,31,5588.0,5749.999871477485,180.26,221.18467926286723,28,90.3
CL,Tue,23:00,23,3Q_sim15,40,3778.5,4079.9999088048935,94.46,397.45560693802,29,72.5
CL,Wed,00:00,0,TS_6,22,3059.5,3189.9999286979437,139.07,151.19242336686838,19,86.4
CL,Wed,01:00,1,IPS_TM_11,41,2200.5,2519.9999436736107,53.67,380.9578732319027,25,61.0
CL,Wed,02:00,2,TM_2,17,8316.5,8419.999811798334,489.21,1078.7396493491865,16,94.1
CL,Wed,03:00,3,3Q_sim15,118,12457.5,13379.999700933695,105.57,470.979198950109,85,72.0
CL,Wed,04:00,4,3Q_sim7,32,4684.5,4859.999891370535,146.39,276.8688266047997,25,78.1
CL,Wed,05:00,5,3Q_sim15,90,1285.0,2049.9999541789293,14.28,519.4802825040891,55,61.1
CL,Wed,06:00,6,3Q_sim15,106,8532.0,9359.999790787697,80.49,523.2784173040478,73,68.9
CL,Wed,07:00,7,PB_3,279,2814.0,4559.999898076057,10.09,256.4311554554545,142,50.9
CL,Wed,08:00,8,3Q_sim7,36,2739.5,2959.9999338388443,76.1,378.16444597626565,26,72.2
CL,Wed,09:00,9,IPS_TM_11,258,7890.5,10369.999768212438,30.58,308.73054292725686,129,50.0
CL,Wed,10:00,10,TM_7,39,5129.5,5439.999878406525,131.53,363.2258885164665,27,69.2
CL,Wed,11:00,11,IPS_TM_10,104,9276.0,10229.999771341681,89.19,400.90761007053277,58,55.8
CL,Wed,12:00,12,3Q_sim13,156,12724.0,14109.999684616923,81.56,375.787250117679,79,50.6
CL,Wed,13:00,13,3Q_sim16,33,4660.0,4839.99989181757,141.21,309.6947024213909,27,81.8
CL,Wed,14:00,14,IPS_TM_13,13,609.0,689.9999845772982,46.85,145.85057454611464,10,76.9
CL,Wed,15:00,15,3Q_sim15,54,7208.0,7639.999829232693,133.48,397.77061770998296,36,66.7
CL,Wed,16:00,16,IPS_TM_7,12,1697.0,1759.9999606609344,141.42,175.41130927911607,10,83.3
CL,Wed,17:00,17,PB_3,5,14.0,49.99999888241291,2.8,189.04648481587967,2,40.0
CL,Wed,18:00,18,TM_2,10,1322.5,1389.999968931079,132.25,271.0958411143461,9,90.0
CL,Wed,19:00,19,IPS_TM_7,6,718.5,749.9999832361937,119.75,216.7910812469283,4,66.7
CL,Wed,20:00,20,IPS_TM_12,11,992.5,1059.9999763071537,90.23,352.0532810137129,7,63.6
CL,Wed,21:00,21,TS_6,17,1252.0,1359.9999696016312,73.65,407.73032326753406,15,88.2
CL,Wed,22:00,22,3Q_sim15,30,4210.5,4439.999900758266,140.35,560.192798408403,20,66.7
CL,Wed,23:00,23,PB_3,71,3581.0,4039.999909698963,50.44,228.4127624267786,40,56.3
ES,Fri,00:00,0,ES-TM_7,83,17386.0,17912.5,209.47,461.2148615037643,67,80.7
ES,Fri,01:00,1,ES-TM_9,14,7663.5,7762.5,547.39,1491.3375408385205,10,71.4
ES,Fri,02:00,2,ES-TM_7,25,8363.0,8525.0,334.52,829.558636163432,21,84.0
ES,Fri,03:00,3,ES-TS_4,51,8466.5,8750.0,166.01,596.6540328380935,42,82.4
ES,Fri,04:00,4,ES-TS_6,85,16128.0,16650.0,189.74,596.008407238186,75,88.2
ES,Fri,05:00,5,ES-IPS_TM_13,18,3351.5,3500.0,186.19,896.5300942898236,9,50.0
ES,Fri,06:00,6,ES-IPS_TM_12,51,6946.0,7337.5,136.2,479.26173515555536,30,58.8
ES,Fri,07:00,7,ES-TM_1,50,7120.0,7412.5,142.4,413.14200503765124,35,70.0
ES,Fri,08:00,8,ES-IPS_TM_6,89,15207.0,15787.5,170.87,970.6012861179876,68,76.4
ES,Fri,09:00,9,ES-TS_3,214,28710.0,30262.5,134.16,1062.6934567831945,150,70.1
ES,Fri,10:00,10,ES-IPS_TM_3,296,10817.5,12550.0,36.55,492.01318066363575,188,63.5
ES,Fri,11:00,11,ES-IPS_TM_11,873,16041.0,24487.5,18.37,495.2861020045229,348,39.9
ES,Fri,12:00,12,ES-IPS_TM_8,1228,13793.5,27325.0,11.23,455.85891406247174,445,36.2
ES,Fri,13:00,13,ES-IPS_TM_13,95,875.0,1550.0,9.21,450.71470772580557,63,66.3
ES,Fri,14:00,14,ES-IPS_TM_8,953,45259.0,55262.5,47.49,563.77922111582,361,37.9
ES,Fri,15:00,15,ES-TM_6,197,12417.5,13925.0,63.03,513.1971840054139,131,66.5
ES,Fri,16:00,16,ES-TM_7,24,3231.0,3375.0,134.62,327.62413014333043,18,75.0
ES,Mon,00:00,0,ES-TM_9,18,7687.5,7800.0,427.08,564.6604979464886,16,88.9
ES,Mon,01:00,1,ES-IPS_TM_8,203,26177.5,28225.0,128.95,793.7698319200783,107,52.7
ES,Mon,02:00,2,ES-IPS_TM_8,255,6551.0,9237.5,25.69,702.485728623189,118,46.3
ES,Mon,03:00,3,ES-IPS_TM_8,449,34006.0,38650.0,75.74,771.719426902726,217,48.3
ES,Mon,04:00,4,ES-IPS_TM_12,62,18130.5,18562.5,292.43,776.4326253416134,38,61.3
ES,Mon,05:00,5,ES-TS_6,63,7293.0,7725.0,115.76,527.5062517374745,53,84.1
ES,Mon,06:00,6,ES-PB_1,120,25000.5,25725.0,208.34,1379.342315515568,66,55.0
ES,Mon,07:00,7,ES-IPS_TM_5dupl,151,30023.5,31337.5,198.83,1081.1027192754275,96,63.6
ES,Mon,08:00,8,ES-IPS_TM_6,70,16987.0,17387.5,242.67,781.5396310002561,56,80.0
ES,Mon,09:00,9,ES-TM_9,266,71934.0,74062.5,270.43,1193.9140105929018,182,68.4
ES,Mon,10:00,10,ES-IPS_TM_12,270,13315.5,15975.0,49.32,803.2631721290877,94,34.8
ES,Mon,11:00,11,ES-IPS_TM_8,1164,93313.0,105962.5,80.17,587.5656210030023,431,37.0
ES,Mon,12:00,12,ES-TM_7,982,142405.5,150487.5,145.02,1105.5237500764163,613,62.4
ES,Mon,13:00,13,ES-IPS_TM_5,3219,69670.5,103537.5,21.64,566.8652638633866,1371,42.6
ES,Mon,14:00,14,ES_PB_3,517,66966.0,70350.0,129.53,564.72933824228,262,50.7
ES,Mon,15:00,15,ES-IPS_TM_11,655,25497.0,32062.5,38.93,735.8381041842588,234,35.7
ES,Mon,16:00,16,ES-IPS_TM_5,824,91717.5,100312.5,111.31,748.0230223695902,332,40.3
ES,Mon,17:00,17,V500_sim10,5,414.0,450.0,82.8,14.289856542317,5,100.0
ES,Mon,18:00,18,ES-TM_9,25,3803.5,4037.5,152.14,618.5926150006427,14,56.0
ES,Mon,19:00,19,ES_PB_3,79,4059.5,4550.0,51.39,229.45330720704501,49,62.0
ES,Mon,20:00,20,ES-IPS_TM_13,27,7713.0,7875.0,285.67,700.6849121779676,22,81.5
ES,Mon,21:00,21,ES-TM_2,115,11797.5,12675.0,102.59,407.0851685796206,82,71.3
ES,Mon,22:00,22,ES-IPS_TM_6,24,5578.5,5700.0,232.44,313.8960057816159,21,87.5
ES,Mon,23:00,23,ES-TM_9,19,5277.5,5412.5,277.76,610.1127484239889,15,78.9
ES,Sun,17:00,17,ES-IPS_TM_5dupl,8,6888.0,6937.5,861.0,708.3479774396601,8,100.0
ES,Sun,18:00,18,ES-TM_9,107,10607.5,11575.0,99.14,670.7263226226711,68,63.6
ES,Sun,19:00,19,ES-TS_4,35,6413.5,6625.0,183.24,756.8163229203342,28,80.0
ES,Sun,20:00,20,ES-TM_7,46,15037.5,15375.0,326.9,930.05130455598,35,76.1
