slot_id,year_month,mean_pnl,n_trades,total_pnl,label,is_holdout
675,2025-07,942.741935483871,31,29225.0,FDAX Fri Bkt25,True
675,2025-08,116.07142857142857,14,1625.0,FDAX Fri Bkt25,True
675,2025-09,-1321.1538461538462,26,-34350.0,FDAX Fri Bkt25,True
675,2025-10,94.04761904761905,42,3950.0,FDAX Fri Bkt25,True
675,2025-11,-525.0,12,-6300.0,FDAX Fri Bkt25,True
675,2025-12,-81.81818181818181,11,-900.0,FDAX Fri Bkt25,True
675,2026-01,899.3589743589744,39,35075.0,FDAX Fri Bkt25,True
675,2026-02,-584.2105263157895,38,-22200.0,FDAX Fri Bkt25,True
675,2026-03,-1017.1474358974359,156,-158675.0,FDAX Fri Bkt25,True
675,2026-04,-408.3333333333333,3,-1225.0,FDAX Fri Bkt25,True
675,2026-05,-831.25,8,-6650.0,FDAX Fri Bkt25,True
675,2026-06,-443.75,8,-3550.0,FDAX Fri Bkt25,True
675,2026-07,-500.0,1,-500.0,FDAX Fri Bkt25,True
677,2024-05,-300.0,12,-3600.0,FDAX Fri Bkt27,False
677,2024-06,31.363636363636363,55,1725.0,FDAX Fri Bkt27,False
677,2024-07,140.85365853658536,41,5775.0,FDAX Fri Bkt27,False
677,2024-08,-170.9016393442623,61,-10425.0,FDAX Fri Bkt27,False
677,2024-09,-116.39344262295081,61,-7100.0,FDAX Fri Bkt27,False
677,2024-10,-92.8030303030303,66,-6125.0,FDAX Fri Bkt27,False
677,2024-11,196.23287671232876,73,14325.0,FDAX Fri Bkt27,False
677,2024-12,-377.77777777777777,45,-17000.0,FDAX Fri Bkt27,False
677,2025-01,1265.0,315,398475.0,FDAX Fri Bkt27,False
677,2025-02,143.22916666666666,288,41250.0,FDAX Fri Bkt27,False
677,2025-03,11.298076923076923,104,1175.0,FDAX Fri Bkt27,False
677,2025-04,-8.522727272727273,44,-375.0,FDAX Fri Bkt27,False
677,2025-05,-1716.6666666666667,6,-10300.0,FDAX Fri Bkt27,False
677,2025-07,-1097.2222222222222,9,-9875.0,FDAX Fri Bkt27,True
677,2025-08,-165.3846153846154,13,-2150.0,FDAX Fri Bkt27,True
677,2025-09,585.7142857142857,7,4100.0,FDAX Fri Bkt27,True
677,2025-10,697.3684210526316,19,13250.0,FDAX Fri Bkt27,True
677,2025-11,604.1666666666666,6,3625.0,FDAX Fri Bkt27,True
677,2025-12,518.4782608695652,23,11925.0,FDAX Fri Bkt27,True
677,2026-01,-1213.0434782608695,23,-27900.0,FDAX Fri Bkt27,True
677,2026-02,-837.8205128205128,39,-32675.0,FDAX Fri Bkt27,True
677,2026-03,287.85714285714283,35,10075.0,FDAX Fri Bkt27,True
677,2026-04,-309.09090909090907,22,-6800.0,FDAX Fri Bkt27,True
677,2026-05,451.0204081632653,49,22100.0,FDAX Fri Bkt27,True
677,2026-06,-1784.375,8,-14275.0,FDAX Fri Bkt27,True
677,2026-07,604.1666666666666,6,3625.0,FDAX Fri Bkt27,True
712,2024-01,15.664556962025317,158,2475.0,NQ Mon Bkt19,False
712,2024-02,-19.914163090128756,233,-4640.0,NQ Mon Bkt19,False
712,2024-03,-32.79802581624905,1317,-43195.0,NQ Mon Bkt19,False
712,2024-04,67.37138830162085,1419,95600.0,NQ Mon Bkt19,False
712,2024-05,4.1136079900124844,801,3295.0,NQ Mon Bkt19,False
712,2024-06,65.77546296296296,432,28415.0,NQ Mon Bkt19,False
712,2024-07,42.291666666666664,48,2030.0,NQ Mon Bkt19,False
712,2024-08,2079.2241379310344,58,120595.0,NQ Mon Bkt19,False
712,2024-09,-89.16666666666667,24,-2140.0,NQ Mon Bkt19,False
712,2024-10,-32.19298245614035,57,-1835.0,NQ Mon Bkt19,False
712,2024-11,54.24050632911393,79,4285.0,NQ Mon Bkt19,False
712,2024-12,-169.44099378881987,161,-27280.0,NQ Mon Bkt19,False
712,2025-01,-110.36764705882354,68,-7505.0,NQ Mon Bkt19,False
712,2025-02,52.361111111111114,108,5655.0,NQ Mon Bkt19,False
712,2025-03,120.4494382022472,178,21440.0,NQ Mon Bkt19,False
712,2025-04,280.9318181818182,440,123610.0,NQ Mon Bkt19,False
712,2025-05,110.24621212121212,264,29105.0,NQ Mon Bkt19,False
712,2025-06,-14.813084112149532,642,-9510.0,NQ Mon Bkt19,False
712,2025-07,-26.65109034267913,321,-8555.0,NQ Mon Bkt19,True
712,2025-08,-24.545454545454547,220,-5400.0,NQ Mon Bkt19,True
712,2025-09,19.495967741935484,248,4835.0,NQ Mon Bkt19,True
712,2025-10,-85.20979020979021,143,-12185.0,NQ Mon Bkt19,True
