point_mean,boot_mean,p5,p25,median,p75,p95,prob_negative,n_trades,n_date_blocks
-21.901263667675362,-21.932993664188952,-31.399258958821466,-25.615786450974916,-21.86051221579232,-18.148268234681208,-12.934672810699878,1.0,117343,546
